idx,A,B,C,mu,alpha,ehomo,elumo,egap,R2,zpve,U0,U,H,G,Cv,E
286,1.9564,0.98383,0.88445,2.6994,74.27,0.04236,-0.2262,0.26856,1477.8302,0.189881,-532.657733,-532.647535,-532.646591,-532.692574,39.201,-532.847614187
287,2.10963,0.99901,0.734,5.602,74.72,0.0497,-0.23214,0.28184,1563.7225,0.18999,-532.654141,-532.644005,-532.643061,-532.689394,38.733,-532.844131436
288,1.65894,1.2952,0.99662,3.9253,74.92,0.0551,-0.211,0.2661,1344.8142,0.191405,-532.657818,-532.648382,-532.647438,-532.69157,37.619,-532.84922251
289,2.32228,0.94473,0.76431,2.372,74.92,0.0563,-0.21074,0.26704,1543.9848,0.191242,-532.661662,-532.652053,-532.651109,-532.695914,37.805,-532.852903639
290,1.95444,1.05262,0.80156,1.412,74.63,0.05824,-0.21325,0.27149,1505.9977,0.189762,-532.659491,-532.649166,-532.648222,-532.694578,39.361,-532.849253079
291,2.10037,0.99717,0.73121,3.0851,74.49,0.04882,-0.2348,0.28362,1566.1374,0.190446,-532.654746,-532.644838,-532.643894,-532.689706,38.275,-532.845191568
292,1.92837,1.08584,0.79927,2.5419,75.19,0.06688,-0.20689,0.27377,1495.9813,0.191189,-532.662548,-532.65285,-532.651906,-532.696941,37.898,-532.853736555
293,1.91942,1.08977,0.79531,3.608,75.15,0.05181,-0.21635,0.26816,1499.187,0.190481,-532.663016,-532.653106,-532.652162,-532.697599,38.418,-532.853497217
294,1.67026,1.24634,0.93433,4.6524,73.99,0.0397,-0.22731,0.26701,1387.267,0.190896,-532.660433,-532.650624,-532.64968,-532.694846,38.4,-532.851328505
295,1.85885,1.0511,0.85421,1.5362,74.26,0.058,-0.20087,0.25887,1478.5338,0.190925,-532.651158,-532.641262,-532.640318,-532.685896,38.227,-532.842082795
296,1.94887,1.14795,0.88694,4.8896,74.48,0.04753,-0.19891,0.24644,1412.5064,0.191111,-532.644694,-532.634964,-532.63402,-532.679271,38.008,-532.835805453
297,1.98651,1.03345,0.7377,4.5004,74.52,0.04388,-0.22458,0.26846,1558.3247,0.189803,-532.647562,-532.63734,-532.636396,-532.682876,39.086,-532.837364567
298,1.79003,1.07086,0.89994,4.2132,74.18,0.05781,-0.20574,0.26355,1454.2498,0.19058,-532.645925,-532.635867,-532.634923,-532.680886,38.52,-532.836504945
299,1.80835,1.09567,0.79079,1.9364,74.72,0.05225,-0.22667,0.27892,1513.368,0.190519,-532.65953,-532.649623,-532.648678,-532.694248,38.557,-532.850048853
300,2.05178,1.09359,0.8423,4.3557,74.4,0.04167,-0.20842,0.25009,1448.3253,0.190804,-532.664361,-532.654576,-532.653631,-532.698721,38.437,-532.85516509
301,1.96689,1.04763,0.7914,3.7863,75.19,0.0567,-0.19759,0.25429,1515.1593,0.190119,-532.650921,-532.640817,-532.639873,-532.685681,38.911,-532.841039915
302,1.94539,1.13517,0.84521,2.6644,74.67,0.06431,-0.21153,0.27584,1442.0174,0.191237,-532.658783,-532.649035,-532.648091,-532.694358,37.751,-532.850020509
303,1.98711,1.04961,0.79187,2.3196,75.04,0.05505,-0.21701,0.27206,1510.2383,0.189707,-532.655258,-532.645068,-532.644123,-532.690336,38.87,-532.84496497
304,2.11064,0.99355,0.73198,4.3899,74.54,0.05388,-0.23558,0.28946,1566.8646,0.190288,-532.654552,-532.644582,-532.643638,-532.689666,38.392,-532.844839621
305,2.28998,0.96366,0.75741,1.6648,75.27,0.05783,-0.21387,0.2717,1545.9564,0.189688,-532.658388,-532.648255,-532.647311,-532.693135,38.956,-532.848076289
306,1.79047,1.19055,0.79709,4.1954,74.32,0.04025,-0.19848,0.23873,1478.2868,0.190865,-532.649801,-532.639846,-532.638901,-532.685362,38.125,-532.840665779
307,1.93794,1.02243,0.92257,2.4711,74.45,0.06099,-0.20454,0.26553,1445.1899,0.189344,-532.654965,-532.644439,-532.643495,-532.690257,39.693,-532.844308466
308,2.40866,0.92067,0.80397,2.0906,74.07,0.05737,-0.22096,0.27833,1517.1977,0.19155,-532.65136,-532.641743,-532.640799,-532.685742,37.485,-532.842910084
310,2.04561,0.98956,0.70493,1.4185,75.5,0.05669,-0.20032,0.25701,1602.4291,0.190412,-532.657769,-532.647795,-532.64685,-532.692458,38.738,-532.848181594
311,1.77721,1.082,1.00929,3.0432,73.94,0.05272,-0.23987,0.29259,1389.1811,0.190995,-532.66055,-532.650854,-532.64991,-532.694865,38.011,-532.851544333
312,1.87546,1.13126,0.76524,4.3786,74.68,0.04901,-0.19532,0.24433,1513.054,0.190162,-532.646298,-532.636157,-532.635213,-532.681602,38.851,-532.836459656
313,2.3263,0.94361,0.76403,3.0829,74.55,0.05161,-0.22588,0.27749,1543.6935,0.190845,-532.664959,-532.655306,-532.654362,-532.699278,37.919,-532.855804045
314,2.08245,0.99548,0.73167,3.0273,74.42,0.05192,-0.22157,0.27349,1569.1047,0.189854,-532.650795,-532.640634,-532.63969,-532.685979,38.896,-532.840649266
315,1.90865,1.0643,0.7716,2.043,74.5,0.05176,-0.21616,0.26792,1525.0734,0.189483,-532.644423,-532.634102,-532.633158,-532.680109,39.168,-532.833906001
316,1.80907,1.09991,1.0208,1.3138,73.82,0.05662,-0.22537,0.28199,1375.8718,0.190996,-532.657005,-532.647202,-532.646258,-532.691766,37.998,-532.848000709
317,1.88698,1.09545,0.73587,2.3226,74.86,0.04453,-0.22801,0.27254,1546.9834,0.190638,-532.662741,-532.653,-532.652056,-532.697125,38.336,-532.853378889
319,1.94241,1.1665,0.85963,2.144,73.92,0.05627,-0.22178,0.27805,1423.3764,0.190835,-532.659099,-532.64926,-532.648316,-532.693703,38.179,-532.849934596
320,2.06041,0.99881,0.71791,1.8459,74.37,0.05113,-0.23991,0.29104,1581.8092,0.190274,-532.653188,-532.643055,-532.642111,-532.688814,38.686,-532.84346224
321,1.8735,1.22178,0.93493,4.8107,73.92,0.05293,-0.23152,0.28445,1364.8521,0.192024,-532.661966,-532.652816,-532.651872,-532.695649,36.815,-532.853990089
322,1.89462,1.1006,0.76484,2.8365,73.94,0.04992,-0.22587,0.27579,1519.3176,0.190742,-532.651998,-532.642117,-532.641173,-532.686742,38.497,-532.842739614
323,2.11398,0.9932,0.73526,2.3116,74.91,0.05705,-0.19038,0.24743,1566.2351,0.189884,-532.647633,-532.637375,-532.636431,-532.682889,39.118,-532.837516933
325,1.98046,1.1253,0.81625,4.0155,74.67,0.04384,-0.22642,0.27026,1462.2182,0.190996,-532.66511,-532.655498,-532.654554,-532.699253,37.964,-532.856105957
326,2.0788,1.03742,0.90961,0.9113,73.9,0.05754,-0.23138,0.28892,1424.4492,0.191137,-532.661216,-532.651532,-532.650588,-532.6958,37.756,-532.852352578
327,1.80955,1.10567,1.06343,2.6944,74.27,0.05613,-0.20476,0.26089,1355.1689,0.19047,-532.660031,-532.650032,-532.649087,-532.694458,38.85,-532.850501328
330,2.05585,1.0236,0.88617,1.9689,73.81,0.05938,-0.22132,0.2807,1447.401,0.190821,-532.651199,-532.641348,-532.640403,-532.685835,38.138,-532.842020006
333,1.94048,1.06521,0.79232,2.6906,74.99,0.06742,-0.22373,0.29115,1508.1723,0.190481,-532.660528,-532.650756,-532.649812,-532.695154,38.049,-532.851009005
334,1.92918,1.13875,0.85084,1.1837,74.15,0.0629,-0.20312,0.26602,1438.6812,0.191599,-532.653938,-532.644313,-532.643369,-532.688376,37.424,-532.845537042
335,2.16783,1.0216,0.92923,2.773,74.19,0.05454,-0.22929,0.28383,1411.8872,0.191181,-532.663061,-532.653538,-532.652594,-532.697093,37.544,-532.854241342
336,2.40599,0.96497,0.79939,3.0644,74.81,0.05329,-0.18555,0.23884,1501.7071,0.190396,-532.643133,-532.633131,-532.632186,-532.677994,38.571,-532.833529238
337,2.05313,0.98365,0.72698,2.2205,74.51,0.05772,-0.21899,0.27671,1584.2191,0.18936,-532.645002,-532.634589,-532.633645,-532.680568,39.448,-532.83436217
338,1.97963,1.04099,0.78835,2.9725,75.19,0.05489,-0.19682,0.25171,1517.9014,0.190375,-532.651091,-532.641138,-532.640193,-532.685721,38.588,-532.841466454
339,1.77063,1.07905,0.94254,1.2962,66.52,0.05935,-0.25971,0.31906,1400.5101,0.1632,-572.449194,-572.438589,-572.437645,-572.485266,38.779,-572.612393804
340,1.91974,1.01048,0.96557,1.468,66.27,0.04456,-0.25545,0.30001,1397.2737,0.16388,-572.449522,-572.439334,-572.43839,-572.484623,38.355,-572.613401282
341,1.84264,1.22066,0.97681,3.2516,65.42,0.04256,-0.25122,0.29378,1316.9152,0.165593,-572.457545,-572.448044,-572.4471,-572.492321,36.645,-572.623138009
342,2.02323,1.1584,0.89571,3.5565,66.48,0.04643,-0.25023,0.29666,1364.8792,0.164865,-572.451727,-572.441931,-572.440987,-572.486312,37.494,-572.616592173
343,1.98866,1.06521,1.00026,2.6359,65.83,0.0367,-0.2593,0.296,1347.2573,0.165085,-572.453171,-572.443463,-572.442519,-572.487829,37.206,-572.618256636
344,1.88837,1.00092,0.98676,2.3768,66.34,0.05274,-0.25273,0.30547,1395.3084,0.164115,-572.450162,-572.440118,-572.439174,-572.485173,38.116,-572.614277197
345,1.78664,1.36852,1.17962,2.1051,65.63,0.05194,-0.26825,0.32019,1203.8856,0.167237,-572.467628,-572.459106,-572.458162,-572.500735,34.509,-572.634865204
346,1.80997,1.27638,0.95035,3.1716,66.14,0.04382,-0.25081,0.29463,1322.6169,0.164871,-572.455899,-572.446199,-572.445255,-572.490295,37.373,-572.620770557
347,1.84269,1.22062,0.97682,3.2491,65.42,0.04257,-0.25123,0.2938,1316.9114,0.165596,-572.457542,-572.448043,-572.447099,-572.492311,36.643,-572.623137983
348,1.8788,1.1104,0.83733,2.6777,66.46,0.03991,-0.26279,0.3027,1435.9419,0.164251,-572.453667,-572.443556,-572.442611,-572.488883,38.102,-572.617918171
349,1.67914,1.36256,1.03107,3.4612,65.83,0.0465,-0.25101,0.29751,1279.5032,0.165371,-572.454692,-572.445223,-572.444279,-572.489081,36.844,-572.620062566
350,1.80939,1.10379,0.76791,3.9169,66.7,0.02816,-0.25632,0.28448,1499.9505,0.164394,-572.45422,-572.444022,-572.443078,-572.489942,37.935,-572.618614261
351,1.87196,1.09137,0.77513,3.2314,66.44,0.04915,-0.25566,0.30481,1490.1438,0.164397,-572.45678,-572.446721,-572.445777,-572.49258,37.716,-572.621177669
352,2.13975,1.04525,0.79036,1.405,66.6,0.03425,-0.25296,0.28721,1463.3994,0.164199,-572.446005,-572.435776,-572.434832,-572.481249,38.359,-572.610203396
353,1.76635,1.13221,0.84345,2.6012,66.66,0.03866,-0.25854,0.2972,1439.2838,0.164179,-572.453044,-572.44293,-572.441986,-572.488676,37.963,-572.617222651
354,2.06402,1.07211,0.99846,2.5399,66.55,0.05756,-0.25955,0.31711,1340.8693,0.165056,-572.455241,-572.445551,-572.444606,-572.489926,36.881,-572.620296918
355,2.02151,1.07441,1.02614,3.8449,65.71,0.03432,-0.25887,0.29319,1325.9968,0.165741,-572.454039,-572.444662,-572.443717,-572.488,36.788,-572.619780691
356,1.63513,1.31184,0.98347,3.5502,66.42,0.05123,-0.25225,0.30348,1323.8669,0.164603,-572.454914,-572.445148,-572.444204,-572.489494,37.496,-572.619516959
357,1.7825,1.11355,0.85292,2.0918,66.57,0.05723,-0.25607,0.3133,1437.7984,0.164083,-572.449831,-572.439717,-572.438773,-572.485126,38.073,-572.613914177
358,1.86342,1.20491,0.90961,2.2182,66.5,0.04908,-0.24304,0.29212,1361.3459,0.164858,-572.452179,-572.442414,-572.44147,-572.486915,37.442,-572.617037
359,2.05112,1.04097,0.78272,2.7991,66.69,0.05146,-0.25898,0.31044,1481.182,0.164039,-572.453304,-572.443065,-572.442121,-572.488734,38.375,-572.617343736
360,2.42041,0.954,0.82736,3.4572,66.71,0.04095,-0.25144,0.29239,1457.7702,0.164559,-572.450956,-572.440928,-572.439984,-572.486085,37.773,-572.6155156
361,1.96278,1.09386,0.82444,2.8107,66.38,0.04283,-0.26358,0.30641,1440.1993,0.163894,-572.450901,-572.440639,-572.439695,-572.486383,38.36,-572.614795136
362,1.87156,1.09156,0.77512,3.2292,66.44,0.04916,-0.25568,0.30484,1490.1331,0.1644,-572.456778,-572.44672,-572.445776,-572.492569,37.713,-572.621177566
363,1.7014,1.15293,0.87178,2.5514,66.58,0.04332,-0.25599,0.29931,1425.2719,0.163551,-572.447342,-572.436867,-572.435923,-572.483243,38.628,-572.610893109
364,1.67411,1.1279,0.81347,2.3755,66.89,0.0547,-0.2565,0.3112,1477.6279,0.163621,-572.450755,-572.440375,-572.439431,-572.486475,38.603,-572.614375194
365,1.75525,1.14114,0.77463,1.9149,66.6,0.03761,-0.25612,0.29373,1485.5371,0.164761,-572.450584,-572.440757,-572.439813,-572.485721,37.38,-572.615344382
366,1.99252,1.06287,0.77652,2.9628,66.6,0.05482,-0.2544,0.30922,1482.9731,0.164298,-572.453122,-572.442965,-572.44202,-572.488412,38.241,-572.617420517
367,1.75519,1.26092,0.99447,2.9508,66.53,0.05283,-0.24564,0.29847,1315.3069,0.16372,-572.444238,-572.433857,-572.432913,-572.479965,38.63,-572.607958266
368,1.76034,1.12575,0.84203,1.4755,66.46,0.03721,-0.26095,0.29816,1443.286,0.163604,-572.451971,-572.441539,-572.440595,-572.488073,38.497,-572.615574625
369,2.40184,0.99617,0.87622,1.9932,66.41,0.05206,-0.26177,0.31383,1403.7909,0.165553,-572.456625,-572.447134,-572.44619,-572.491209,36.582,-572.622177577
370,1.79999,1.11954,0.84386,3.0354,66.69,0.05575,-0.25198,0.30773,1438.4681,0.163338,-572.44317,-572.432682,-572.431738,-572.478989,38.813,-572.60650761
371,2.26112,0.9679,0.84994,0.7741,66.07,0.054,-0.26815,0.32215,1447.4576,0.165165,-572.457334,-572.447652,-572.446708,-572.492131,36.972,-572.62249968
372,2.40514,0.95262,0.83282,2.521,66.32,0.04044,-0.26243,0.30287,1455.4045,0.164281,-572.452606,-572.442448,-572.441504,-572.48802,37.89,-572.616886181
373,1.71651,1.19108,0.81391,3.5549,66.59,0.05212,-0.25144,0.30356,1444.2115,0.163935,-572.448116,-572.437794,-572.43685,-572.483959,38.487,-572.61205115
374,2.26221,0.95105,0.86555,2.3553,66.41,0.04013,-0.26519,0.30532,1444.825,0.164766,-572.453893,-572.444057,-572.443113,-572.488562,37.558,-572.618658429
375,1.98826,1.1633,0.90365,2.6054,66.48,0.05717,-0.24958,0.30675,1362.1375,0.165005,-572.455548,-572.445744,-572.4448,-572.490105,37.579,-572.620553028
376,1.95399,1.03827,0.77651,2.7671,67.25,0.05128,-0.25792,0.3092,1500.7415,0.162963,-572.44217,-572.43154,-572.430596,-572.478113,39.087,-572.605133892
377,1.79563,1.28131,0.94204,0.9146,66.33,0.05073,-0.24788,0.29861,1329.4793,0.16412,-572.454536,-572.444401,-572.443456,-572.489474,38.127,-572.618656699
379,2.00043,1.05644,0.99547,4.5009,65.9,0.03527,-0.25748,0.29275,1351.626,0.164961,-572.452122,-572.442391,-572.441446,-572.486849,37.28,-572.617082661
380,1.96654,1.0127,0.94691,1.7661,66.46,0.05624,-0.25377,0.31001,1400.8544,0.163159,-572.442255,-572.431688,-572.430744,-572.478363,38.973,-572.605413901
381,1.96898,1.11607,0.81323,2.7004,66.76,0.05823,-0.25075,0.30898,1442.5193,0.163905,-572.453548,-572.443256,-572.442311,-572.489499,38.009,-572.617452597
382,2.06549,1.04713,0.77431,1.4613,66.32,0.04184,-0.25343,0.29527,1482.4444,0.164496,-572.447018,-572.437049,-572.436105,-572.482228,37.69,-572.61151362
383,2.33507,0.9572,0.84701,1.7789,66.38,0.05415,-0.26676,0.32091,1447.7676,0.165381,-572.456756,-572.447218,-572.446274,-572.491448,36.618,-572.622136789
384,2.17255,0.98587,0.75646,1.7591,66.92,0.05439,-0.25832,0.31271,1518.9637,0.163157,-572.448521,-572.437681,-572.436737,-572.486127,38.866,-572.611678032
385,2.23802,1.07518,0.92666,4.2774,66.11,0.03417,-0.255,0.28917,1354.3692,0.165533,-572.455488,-572.445897,-572.444953,-572.489914,36.954,-572.621021006
386,2.03024,1.08539,0.88736,4.313,66.09,0.03404,-0.24792,0.28196,1393.9477,0.164946,-572.454221,-572.444362,-572.443418,-572.489115,37.517,-572.619166264
388,1.98135,1.06154,0.99871,3.9333,66.11,0.04333,-0.25473,0.29806,1350.0624,0.165021,-572.454737,-572.445032,-572.444088,-572.489242,37.308,-572.619757754
389,1.86979,1.06722,0.7941,3.3094,66.81,0.05072,-0.25454,0.30526,1484.5714,0.163955,-572.451086,-572.440857,-572.439913,-572.486707,38.238,-572.615041145
391,2.00654,1.07248,0.99783,3.638,66.68,0.05844,-0.24713,0.30557,1347.5187,0.164639,-572.454906,-572.444985,-572.444041,-572.489685,37.618,-572.619544353
392,1.96872,1.18688,1.05587,3.4329,66.46,0.04611,-0.25574,0.30185,1280.0622,0.165135,-572.456712,-572.447103,-572.446159,-572.490849,37.203,-572.621847397
393,1.60301,1.33645,0.9688,3.6531,65.64,0.03913,-0.25519,0.29432,1326.1401,0.16458,-572.454449,-572.444404,-572.44346,-572.489989,37.734,-572.619028885
394,2.41575,0.98499,0.86236,2.0044,66.35,0.04981,-0.26244,0.31225,1417.3222,0.165587,-572.459183,-572.449666,-572.448722,-572.493722,36.652,-572.624769817
395,1.97776,0.98576,0.72396,2.1202,67.52,0.05591,-0.25706,0.31297,1569.4454,0.162846,-572.44299,-572.432217,-572.431273,-572.479826,39.139,-572.605835851
398,1.82187,1.01401,0.72776,1.6657,67.52,0.05936,-0.26011,0.31947,1573.2946,0.162913,-572.445456,-572.434762,-572.433818,-572.481918,39.082,-572.608369393
399,1.99467,1.05394,0.99721,2.2095,65.95,0.04367,-0.25534,0.29901,1351.9069,0.165115,-572.455112,-572.445441,-572.444496,-572.489587,37.263,-572.620226798
402,1.78991,1.21215,0.8882,1.0254,66.47,0.06584,-0.24766,0.3135,1380.2581,0.164432,-572.449592,-572.439515,-572.438571,-572.485097,37.705,-572.614023593
403,1.79776,1.03265,0.72503,3.3456,67.25,0.05342,-0.25997,0.31339,1568.2131,0.163555,-572.449664,-572.439188,-572.438244,-572.485864,38.702,-572.613218948
405,1.97289,1.01648,0.76807,3.3369,67.04,0.04228,-0.25569,0.29797,1516.6893,0.163652,-572.44962,-572.439246,-572.438301,-572.485464,38.543,-572.613272498
406,1.77299,1.01335,1.00356,2.7008,66.29,0.04769,-0.25416,0.30185,1395.6509,0.16442,-572.453772,-572.443855,-572.442911,-572.488564,37.923,-572.618191809
407,1.79754,1.00548,0.76375,1.4575,67.17,0.06224,-0.25577,0.31801,1549.0813,0.162991,-572.444696,-572.434084,-572.43314,-572.481212,38.942,-572.6076865
408,1.66878,1.19904,0.90391,2.301,66.27,0.03536,-0.25335,0.28871,1392.9933,0.164097,-572.45171,-572.441437,-572.440493,-572.487055,38.34,-572.615806611
409,2.27658,0.99318,0.86796,3.0429,66.55,0.05338,-0.25663,0.31001,1422.003,0.164718,-572.452828,-572.442939,-572.441995,-572.487784,37.621,-572.617545783
410,1.75083,1.08077,0.80614,0.6583,67.47,0.06584,-0.25465,0.32049,1493.1525,0.162886,-572.446181,-572.435386,-572.434442,-572.483155,39.127,-572.609066496
411,2.16804,0.97468,0.75095,2.9753,67.0,0.05218,-0.25828,0.31046,1528.972,0.163602,-572.447698,-572.437277,-572.436333,-572.483625,38.589,-572.611299538
412,1.81616,1.1326,0.80235,1.1832,66.47,0.04794,-0.2616,0.30954,1461.6604,0.164173,-572.451435,-572.441099,-572.440154,-572.487779,38.086,-572.615607706
413,1.72726,1.10471,0.8271,1.6135,67.01,0.04844,-0.25938,0.30782,1469.5679,0.163217,-572.44884,-572.438268,-572.437324,-572.484882,38.841,-572.612056463
414,1.72475,1.02066,0.977,1.2899,66.75,0.05298,-0.25327,0.30625,1415.801,0.163147,-572.446787,-572.436237,-572.435292,-572.482655,38.831,-572.609934341
415,1.9318,1.06151,0.78138,2.8309,66.64,0.05127,-0.25262,0.30389,1487.4603,0.16406,-572.454343,-572.444113,-572.443169,-572.489998,38.326,-572.618402492
417,1.62259,1.32751,0.97553,3.4893,66.36,0.04404,-0.24174,0.28578,1326.394,0.164483,-572.456848,-572.446966,-572.446022,-572.491651,37.659,-572.621330625
420,1.62581,1.3206,0.98294,4.1729,66.6,0.03948,-0.24988,0.28936,1324.1115,0.164695,-572.455083,-572.445303,-572.444359,-572.489728,37.443,-572.619778175
421,1.5618,1.2243,0.95115,1.7545,66.41,0.04692,-0.25247,0.29939,1378.7348,0.163788,-572.45126,-572.440916,-572.439972,-572.486995,38.402,-572.615047489
422,1.95544,1.03582,0.77399,1.8504,67.34,0.04903,-0.24777,0.2968,1504.3788,0.16254,-572.441273,-572.430278,-572.429334,-572.477934,39.471,-572.603812689
425,2.09819,1.08196,0.9026,2.9293,66.17,0.0382,-0.26098,0.29918,1378.7754,0.165311,-572.455269,-572.445658,-572.444714,-572.489742,37.135,-572.620580389
426,2.23222,1.02485,0.76926,3.3326,66.44,0.04706,-0.24811,0.29517,1481.2596,0.164471,-572.451739,-572.441638,-572.440694,-572.487114,37.968,-572.616209914
427,1.86112,1.0,0.98668,5.3394,66.73,0.03755,-0.25388,0.29143,1400.7615,0.164063,-572.449734,-572.43964,-572.438695,-572.484842,38.111,-572.613797367
428,2.20319,0.99084,0.80766,2.8431,66.37,0.05146,-0.25844,0.3099,1473.2313,0.164189,-572.453051,-572.442821,-572.441877,-572.489068,37.996,-572.617240836
429,1.87356,1.18196,0.92517,3.085,66.37,0.05692,-0.2511,0.30802,1357.5394,0.16429,-572.4528,-572.442681,-572.441737,-572.487786,38.231,-572.617089887
430,2.10058,0.93518,0.86254,2.6262,66.43,0.03553,-0.26146,0.29699,1472.899,0.163752,-572.447021,-572.436573,-572.435629,-572.483085,38.429,-572.610773411
433,1.76217,1.15222,0.81518,2.1327,66.62,0.0586,-0.25864,0.31724,1451.3036,0.163304,-572.443423,-572.432863,-572.431918,-572.479514,38.928,-572.606726645
434,1.94462,1.00946,0.93804,3.8306,66.77,0.0509,-0.25756,0.30846,1410.5423,0.164143,-572.449533,-572.439451,-572.438507,-572.484555,38.151,-572.613675946
435,1.74731,1.11549,0.83295,3.8338,67.01,0.04312,-0.26047,0.30359,1457.8964,0.163634,-572.448033,-572.437697,-572.436753,-572.48383,38.364,-572.611666422
436,1.55597,1.41821,1.00003,3.0568,66.37,0.04846,-0.24062,0.28908,1303.6192,0.164088,-572.44822,-572.438092,-572.437147,-572.483064,38.281,-572.612307761
437,2.27392,1.01266,0.88426,4.0011,66.86,0.0474,-0.25227,0.29967,1407.5274,0.164025,-572.452348,-572.442178,-572.441234,-572.487587,38.02,-572.616373104
438,1.6558,1.28512,0.96183,1.345,66.86,0.05268,-0.25,0.30268,1339.8623,0.164362,-572.450239,-572.440232,-572.439287,-572.485096,37.995,-572.614601143
439,1.89036,1.1488,0.81274,1.8943,67.2,0.04295,-0.26259,0.30554,1438.906,0.164217,-572.447666,-572.437549,-572.436605,-572.48329,37.888,-572.611883081
440,1.96769,1.02961,0.7673,2.6338,67.0,0.06066,-0.25133,0.31199,1510.2261,0.163309,-572.45003,-572.439499,-572.438555,-572.486209,38.806,-572.613338573
441,1.6431,1.20375,0.94509,1.5393,67.0,0.06225,-0.25053,0.31278,1379.0488,0.163378,-572.448567,-572.438061,-572.437117,-572.484281,38.726,-572.61194539
442,1.98401,1.00519,0.74356,3.4809,67.14,0.04614,-0.25895,0.30509,1539.264,0.163938,-572.449287,-572.439031,-572.438086,-572.484973,38.393,-572.61322504
445,1.78704,1.36827,1.17969,2.1048,65.63,0.05199,-0.26824,0.32023,1203.8702,0.167236,-572.467629,-572.459107,-572.458162,-572.500737,34.513,-572.634865193
